word,x_values,y_values,count
history,0.57824594,0.0055594174,12
gift,0.4764926,-0.08314395,11
retail,1.0930948,-0.38405496,27
release,2.1242387,-0.34955588,52
sound,1.260213,0.2532813,28
made,3.168297,-0.21552674,68
question,2.1312058,0.05265881,35
inside,0.6277538,0.020097045,14
fire,0.7154391,-0.030951941,14
issue,1.5605593,-0.028293507,23
catch,1.3905134,-0.08185259,24
missed,0.79841745,0.040015697,19
lady,0.84985805,-0.07900252,16
holding,1.2550951,-0.10726807,18
beer,0.72725767,-0.0038681608,14
back,3.9386399,-0.16801076,85
wish,1.6825006,-0.077157326,39
stupid,0.896227,0.1050676,20
america,1.8703954,0.10703473,29
sign,1.897634,-0.13903259,38
brilliant,1.598854,-0.38711062,35
presentation,1.8899156,0.15250842,54
sitting,0.998596,-0.048696633,25
lounge,1.379685,-0.18442933,29
others,1.7727501,-0.29684427,70
came,0.8899144,-0.11500942,15
playing,1.9927298,-0.1242836,40
random,0.90362865,-0.10218973,14
genius,1.4981297,-0.2204477,31
salon,0.56325024,-0.038131926,14
chrome,0.8954136,-0.023409583,16
announces,0.5192161,-0.017713472,15
solution,0.49627972,0.046582166,12
announcing,0.32133904,0.19731343,12
joke,0.41290265,0.008694126,13
camera,2.571819,-0.12737057,40
anything,1.2885599,-0.027400725,26
found,1.8828408,-0.28676456,40
live,2.5426495,-0.09168736,76
rsvp,0.36827826,-0.08064488,11
screen,3.1632707,-0.18147041,46
missing,0.4831941,-0.0051048263,13
nut,-0.16881214,-0.02124667,11
packed,1.348229,-0.06589317,28
built,1.9333863,-0.16379382,35
temp,1.8825006,-1.5116622,78
something,2.541494,0.0828643,46
near,0.8422907,-0.18859619,20
keep,3.2291324,-0.10125656,68
surprise,0.7658126,-0.20167856,20
technews,-0.14078122,-0.040972605,15
head,1.869181,-0.27944067,53
set,1.243542,-0.8456812,35
example,1.312082,-0.07040124,21
pretty,1.707254,0.01727623,36
save,1.05405,-0.27522603,29
true,1.520016,-0.11417644,39
special,1.0361279,-0.27,27
makeshift,0.08854468,-0.23028322,11
shit,0.6389412,-0.04260685,13
control,1.6057304,-0.0019467901,23
go,0.7697454,-0.20997569,22
view,2.2420492,0.11249513,48
close,0.37921983,-0.22407667,16
software,0.6036881,-0.032919884,12
working,2.203635,0.056878533,51
data,3.6837523,0.018685123,55
verizon,1.7613813,-0.04438633,26
customer,1.4277282,-0.15593491,25
outside,1.2535506,-0.61564326,42
much,3.7351458,-0.15406106,68
arrived,0.19957086,-0.09181838,14
client,0.64020646,-0.037091695,13
spend,0.54093975,-0.04133602,11
setting,1.0283773,-0.5006507,33
computer,0.6813836,0.10034793,22
hate,0.64298695,-0.024484457,12
hilton,1.4371632,-0.08997643,33
room,2.8682644,-0.047228884,58
technology,2.8521607,-0.6334573,92
square,0.62153476,-0.12820357,14
test,1.3359858,-0.08378324,30
potential,0.59468627,-0.07947361,11
product,4.858223,1.4651095,167
shop,3.647245,-2.312039,145
core,1.5338479,-1.1684703,48
action,2.2437515,-0.90365994,67
better,2.7451491,-0.0833831,70
even,3.8266218,-0.75682056,108
job,1.0701041,-0.051224682,16
doodle,2.157805,0.21007876,35
googledoodle,0.66710323,-0.017104099,12
crowd,2.108439,-0.09192656,46
crazy,1.0292466,-0.19913374,30
deal,1.8282908,0.06288533,30
woman,0.91096574,-0.02582316,20
macbook,1.8859742,-0.2210795,30
everywhere,1.1137108,-0.007034276,33
attendee,2.049981,-0.29652613,47
code,3.7102041,0.029177578,85
reader,1.2705348,-0.027012227,16
image,1.1799568,-0.015562497,15
badge,1.1779103,-0.09174551,24
march,1.8390796,-0.054652534,35
spotted,0.15643603,0.031797178,11
yelp,0.9616972,0.13627936,16
lego,1.2012825,0.0861665,15
might,2.159116,0.1758798,55
standing,0.95712787,-0.29982632,25
early,1.1237621,-0.19695528,24
result,1.3381833,0.11516043,28
learned,0.42687756,0.036786284,11
interrupt,0.8521845,0.15463208,26
regularly,0.91436464,0.35054693,26
scheduled,1.2956562,0.4958678,29
geek,3.79372,0.62712556,83
programming,0.6388793,0.84651154,26
watch,1.3491638,0.13800918,39
yeah,0.35501093,0.06260753,15
celebrate,0.6524379,-0.120661676,12
html,2.1055434,-0.061852705,34
microsoft,2.0842288,-0.11129183,35
enough,0.9435345,-0.05885723,20
nexus,0.6086226,-0.047242757,12
seems,1.8255478,-0.17007871,35
gave,1.9680364,-0.4017177,49
money,1.711298,-0.3087968,49
relief,1.9119996,0.09344712,59
networking,0.052567594,0.29428884,14
improve,0.60273415,0.02547343,16
meetup,1.822831,-0.09829402,35
beyond,1.0365939,0.033199295,21
sharing,1.2606137,0.19808674,24
mistake,0.71921116,-0.021552512,22
bringing,1.0690037,-0.107741274,18
bing,3.9392242,0.8720246,115
shot,1.2239517,-0.037968956,24
success,1.0528972,0.06825442,19
qagb,1.5851657,0.34729254,50
dashboard,0.17922771,0.04324522,12
hoot,0.257428,0.01964109,13
buying,1.2542347,-0.20292066,23
present,0.9724252,0.05676836,19
app,0.49911842,0.030083504,20
saturday,0.4005858,-0.05952941,11
giant,0.7810991,-0.082929045,16
lose,0.5349291,-0.009990004,13
living,1.2411872,0.63561803,28
meeting,0.95758873,-0.12009997,22
hello,0.74507624,-0.078065604,19
dont,0.61776465,0.1389349,14
miss,0.57400304,0.005894788,23
booth,3.6607444,-0.22872815,103
exhibit,0.5186546,-0.012224899,20
hall,0.8258579,-0.11382932,23
session,4.115486,0.2476046,125
daily,2.3791766,-0.25182027,39
hacker,0.67281103,0.05325439,17
plenty,1.666259,0.7330407,42
across,0.7488141,0.015572284,19
hear,1.7364177,0.02463691,39
min,0.60179025,-0.09767609,13
designing,3.134005,-0.12786146,85
interface,2.5451143,-0.045400005,59
schema,0.98319304,-0.0040702256,28
guess,0.8666742,-0.058706168,24
leaving,0.45231834,0.027223365,15
among,0.46481013,0.069837905,16
instead,2.1883366,-0.098246224,39
crew,0.5007996,-0.22637808,14
article,0.8575166,0.018988995,18
send,0.97164094,-0.038341213,21
hold,0.94240665,-0.026145587,15
secret,0.62253004,0.42988598,18
attend,1.0946358,0.23937126,23
later,0.6249381,0.48815733,21
excellent,0.10845488,-0.006307086,11
lucky,0.2803387,0.01089672,13
building,1.9077487,-0.13325645,51
netflix,0.72066224,0.011370537,22
league,0.9236364,0.09476663,22
extraordinary,1.0660068,0.029048456,22
tapworthy,2.128268,-0.07287721,54
hiring,0.2417812,0.05214525,11
taking,2.7755966,-0.1622419,51
lot,1.5855129,0.104937784,34
call,2.5521085,-0.0020377662,42
cnn,0.04304517,0.071138665,12
offer,1.3355801,0.15145531,34
forget,1.4917009,-0.10124881,31
startup,2.4086053,-0.025154015,43
button,1.1053655,-0.05180414,17
sampler,1.4269875,-0.35982344,53
killer,1.054149,0.26170534,28
bigger,0.77197397,-0.027176065,19
sorry,0.40271145,-0.018422391,11
guy,2.0581348,0.02906876,45
hashable,0.33691496,0.011656372,13
anywhere,1.0483578,-0.15042125,19
groundlink,0.5606758,-0.07804095,16
dwnld,0.32779542,-0.074119,11
before,0.9925918,-0.5350895,42
begin,1.9791812,-0.68204135,58
past,0.94959116,-0.044199854,18
techcrunch,0.2125263,-0.07688805,13
gonna,1.3061901,-0.21797253,28
charging,1.0891942,-0.14253247,20
everyone,3.4329262,-0.35180444,89
making,2.541537,-0.15994892,50
brand,2.5660853,-0.10196587,35
disc,0.8193534,0.04425856,14
most,0.32952055,-0.037414216,12
popular,0.8922576,-0.0049944203,12
speakeasy,0.48064148,0.0036138585,13
coverage,0.78942335,-0.042969376,13
stream,1.0249118,-0.16550954,27
spot,0.9419103,-0.09145401,24
hotpot,2.8159463,0.56855917,62
follower,0.5678433,0.02075337,12
socialmedia,0.9091433,0.5394764,33
list,1.6022761,-0.051453494,26
suggestion,0.28128928,-0.032645598,13
friday,1.4168663,-0.5062476,35
saving,2.1491077,0.19170937,47
explorer,0.46045715,-0.049358696,15
public,0.6416785,0.039894,14
note,2.17483,-0.12469411,33
front,2.117925,-0.48390895,47
since,1.4205062,-0.2466478,29
apparently,0.8640348,-0.036667913,25
becoming,0.6906469,-0.032490734,12
artist,2.0446332,-0.153739,46
torrent,0.5335643,-0.0527034,11
contextual,1.6021091,0.27868074,30
valuable,0.5844185,0.015651653,13
touch,1.1262954,0.0108119035,18
employee,0.8236205,-0.33334342,20
prize,1.0936592,-0.12548544,19
gearing,0.14898416,0.02238988,13
create,1.1695148,-0.07587096,19
maggie,0.9131549,0.078986354,25
word,0.71047556,0.025003662,19
full,2.1205714,-0.20685896,40
tell,2.1201572,-0.028844893,45
kindle,0.9344562,0.014270836,13
source,1.0221068,-0.10910614,21
window,1.4903288,-0.19094625,28
score,0.327978,-0.089627124,12
survival,0.40342012,-0.05050199,11
ipod,1.3989493,0.016759826,25
device,2.8794343,-0.013512981,58
when,0.6754819,0.06593966,20
feature,2.253615,0.19779162,42
let,0.3971153,-0.02796878,11
text,1.2233784,0.057051986,22
updated,0.815456,0.23327628,30
happen,0.3150907,0.06218777,11
never,1.9849716,-0.06659193,35
super,1.2255093,0.096772894,21
privacy,1.2081829,0.23622568,24
consumer,1.1667306,0.0992283,16
without,1.6659867,-0.041734423,41
ranking,2.652298,0.48309097,57
saying,0.57761663,-0.04820751,16
direction,0.9265383,-0.051009297,15
walked,0.82584196,-0.12214832,15
connected,0.41344255,-0.044297528,14
latest,0.51179916,0.1361755,20
page,2.0170991,0.017958919,32
tattoo,0.72357017,-0.0872242,21
bring,1.8880303,-0.059565794,39
about,1.2503047,-0.08031532,24
magazine,0.8475388,0.03386768,26
half,0.6255753,-0.06840298,13
dude,1.9249995,-0.26184672,37
recommendation,1.0251112,0.14074989,24
nothing,1.1066478,-0.14488545,28
officially,0.46498108,0.0416655,13
invite,0.6065319,0.07442666,13
gone,0.592613,0.018233899,12
soon,1.5771685,0.38219336,33
story,2.2203019,-0.027029926,37
logo,0.5641207,-0.059711337,12
little,1.160254,-0.20339218,23
charge,1.5791132,-0.12489013,26
donating,0.71322554,0.0028385515,12
spending,0.5337555,-0.09127253,13
released,0.8519863,0.13066001,21
hmmm,0.097761184,0.1454893,12
glad,0.57758874,-0.04269566,15
feeling,0.45771137,-0.058845025,12
totally,0.6514299,-0.011110799,16
light,1.0467122,-0.03866627,16
showing,1.5176063,0.38165554,40
moment,0.6642243,-0.032342263,14
small,0.93146694,0.0035790566,16
startupbus,0.6542386,0.023843179,16
door,0.15283893,-0.103518926,16
interview,1.4093857,0.031271882,28
